Date,Content,Source
2024-07-23 20:24:00,"Ngày 23/7, Cơ quan Cảnh sát Điều tra Công an tỉnh Tây Ninh đã phối hợp cùng với các đơn vị liên quan hoàn tất công tác khám nghiệm hiện trường, khám nghiệm tử thi để làm rõ nguyên nhân vụ hỏa hoạn ở một nhà dân làm 3 người chết.Căn nhà cháy - nơi phát hiện 3 người tử vong. Ảnh: Báo Tây NinhTrước đó, vào lúc 21 giờ 51 phút ngày 22/7, Công an xã Trường Đông nhận tin báo của người dân tại căn nhà số 4, thuộc ấp Trường Phú, xã Trường Đông, thị xã Hòa Thành do bà Phạm Thị Thu T., 44 tuổi làm chủ, bị cháy. Mọi người hô hoán, dùng vật dụng chữa cháy tại chỗ dập lửa, nhưng bất thành.Đến khoảng 22 giờ 30 phút cùng ngày, lực lượng chức năng đã dập tắt đám cháy.Báo VnExpress dẫn kết quả khám nghiệm hiện trường từ cơ quan điều tra cho biết, tại ngôi nhà trên, một phòng ngủ, cổng, cửa ra vào bằng sắt... đều bị khóa từ bên trong; đồ đạc cháy rụi.Thi thể 3 người tử vong ở phòng ngủ, xung quanh có nhiều mảnh nhựa cháy xém, mùi xăng nồng nặc... Trong đó, 2 nạn nhân nữ có vết thương ở đầu.3 người tử vong được xác định là: bà Thị Thu T.; ông Nguyễn Thành D. (46 tuổi, ngụ ấp Cẩm Thắng, xã Cẩm Giang, huyện Gò Dầu) và bà Nguyễn Thị L. (55 tuổi, ngụ ấp Trường An, xã Trường Tây, thị xã Hòa Thành).Bên trong căn nhà nơi xảy ra vụ việc. Ảnh: Công an TPHCMÔng Nguyễn Ngọc G., 60 tuổi, có nhà liền kề với căn nhà bị cháy kể lại trên TTXVN rằng, khoảng gần 22 giờ khi cả gia đình ông đã ngủ thì nghe tiếng nổ lớn, kèm theo khói và hơi nóng lan sang nên ông hô hoán cả nhà chạy ra ngoài thoát thân. Sau đó, ông cùng người dân tiến hành chữa cháy nhưng ngọn lửa bùng cháy quá lớn, mọi người không thể tiếp cận ngôi nhà bị cháy để cứu các nạn nhân.Tối 23/7, báo Công an TPHCM dẫn kết quả khám nghiệm tử thi của công an xác định 2 nạn nhân nữ chết cho chấn thương sọ não. Riêng tử thi ông N.T.D tử vong do bị bỏng.Bước đầu điều tra, công an xác định, đây là vụ giết người do mâu thuẫn tình cảm. Được biết, ông D. có quan hệ tình cảm với bà T. và bà L.. Do mâu thuẫn, D. đã dùng vật tày đập đầu giết 2 nạn nhân rồi sau đó mua xăng về đổ lên người, châm lửa tự thiêu.",https://soha.vn/3-nguoi-tu-vong-trong-phong-ngu-nghi-la-vu-an-mang-kinh-hoang-198240723202433383.htm
2024-07-23 16:34:00,"Vừa ra tù tiếp tục phạm phápNgày 23/7, TAND tỉnh Khánh Hòa đã mở phiên phúc thẩm vụ án gây rối trật tự công cộng xảy ra tại thị xã Ninh Hòa. Trong đó, có đối tượng vừa ra tù đã dùng súng bắn chỉ thiên gây náo loạn an ninh trật trong khu vực.Theo hồ sơ vụ án, vào chiều 13/4/2020, Nguyễn Thanh Bình (SN 1991) và Nguyễn Quốc Dũng (SN 1989, cùng ở thị xã Ninh Hòa) hẹn gặp nhau để giải quyết mâu thuẫn. Bình nhờ Nguyễn Thái Trường (SN 1992) và một số đối tượng chuẩn bị hung khí như: dao, rựa… đem đến khu vực đã hẹn tại tổ dân phố 7, phường Ninh Hiệp, thị xã Ninh Hòa.Nhiều đối tượng ở thị xã Ninh Hòa mang hung khí truy sát nhau ""như phim hành động"".Đến khoảng 19h cùng ngày, Dũng dẫn đầu nhóm kéo đến khu vực đã hẹn trước. Khi gặp nhau, nhóm của Dũng lấy gạch, đá, vỏ chai bia tấn công trước. Do bị ném và bị áp đảo về lực lượng nên nhóm Trường buộc phải cầm hung khí bỏ chạy. Thấy vậy, nhóm Dũng tiếp tục cầm hung khí rượt đuổi, còn Dũng dùng súng bắn hai phát gây náo loạn cả khu vực này. Khi đến khu vực cầu sắt thì hai nhóm giải tán, Công an phường Ninh Hiệp đến hiện trường thu giữ nhiều hung khí.Sau 1 ngày nghị án, TAND tỉnh Khánh Hòa đã tuyên phạt bị cáo Nguyễn Quốc Dũng, Nguyễn Thanh Bình cùng mức án 2 năm 6 tháng tù. Ngoài ra, có một số bị cáo khác liên quan đến vụ việc đồng lĩnh án từ 2 năm tù, 2 năm tù cho hưởng án treo.Mức phạt chưa hợp lý?Trong các phiên sơ thẩm và phúc thẩm, đại diện luật sư của Nguyễn Thanh Bình cho biết: Mặc dù giữa Dũng và Bình không chơi chung, không có mâu thuẫn từ trước. Nhưng do từ khi ra tù, Dũng và đàn em nhiều lần đến gây rối, quậy phá cơ sở kinh doanh do Bình làm bảo vệ. Mục đích của nhóm Dũng là gây áp lực để chủ cơ sở phải ra gặp mặt và thương lượng với nhóm của Dũng. Bình làm bảo vệ quán nên nhiều lần bị nhóm của Dũng dùng hung khí đuổi đánh. Vì vậy, Bình mới hẹn Dũng để nói chuyện giải quyết mâu thuẫn.Bị cáo Nguyễn Quốc Dũng (áo trắng) và Nguyễn Thái Trường tại toà.Theo vị luật sư này , mức hình phạt áp dụng cho bị cáo Bình đúng bằng mức hình phạt áp dụng cho bị cáo Dũng (2 năm 6 tháng tù) là chưa hợp lý vì bị cáo Dũng có 2 tiền án (về tội giết người và tội cố ý gây thương tích). Việc áp dụng mức hình phạt ngang bằng nhau trong khi mức độ nguy hiểm cho xã hội của hành vi hoàn toàn khác biệt nhau là chưa phù hợp với nguyên tắc tôn trọng quyền bình đẳng theo quy định tại Điều 9, Bộ luật Tố tụng hình sự.Như Tiền Phong đã có bài viết phản ánh, vào tối 13/4/2020, một nhóm thanh niên hơn 30 người mang theo hung khí nóng do đối tượng Nguyễn Quốc Dũng (vừa ra tù cuối năm 2018 - PV) cầm đầu hò hét đuổi đánh một nhóm khác 5 người tại tổ dân phố 7, phường Ninh Hiệp, thị xã Ninh Hoà. Hình ảnh trích xuất từ Camera an ninh của người dân cho thấy, các đối tượng với nhiều loại vũ khí trên tay như: dao, rựa, vỏ chai, gạch đá… và nhiều loại vũ khí khác lao vào hỗn chiến và hò hét đuổi đánh nhau.Đối tượng Dũng mang theo súng để giải quyết mâu thuẫn. Ảnh chụp clip người dân cung cấp.Nghiêm trọng hơn, trong quá trình rượt đuổi thì đối tượng Nguyễn Quốc Dũng đã rút súng bắn chỉ thiên uy hiếp tinh thần đối phương. Người dân trong khu vực cũng hoảng sợ khi nghe 2 tiếng nổ vang trong đêm nhưng rất may không có ai bị thương.",https://soha.vn/nhom-doi-tuong-mang-sung-hung-khi-truy-sat-nhau-nhu-phim-xa-hoi-den-198240723162952239.htm
2024-07-23 12:10:00,"Hôm nay (23/7), TAND huyện Củ Chi (TPHCM) cho biết, đơn vị này sẽ xét xử bị cáo Nguyễn Minh Phúc (tự xưng là ""đại đức Thích Tâm Phúc"", 40 tuổi, ngụ huyện Củ Chi) về tội "" Lừa đảo chiếm đoạt tài sản"" và ""Sử dụng tài liệu giả của cơ quan, tổ chức"" vào ngày 6/8 tới đây.Theo cáo trạng, năm 2021, bà Lê Thị H.T. (SN 1973, ngụ xã Đông Thạnh, huyện Hóc Môn) mua thửa đất có diện tích 420,3m² tại huyện Củ Chi của ông N. và bà N.T.C.N. với giá 2,4 tỷ đồng nhưng chưa làm thủ tục tách thửa được.Ngày 7/10/2022, thông qua Lê Văn V. (SN 1990, ngụ huyện Củ Chi), bà T. quen biết và nhờ Phúc làm thủ tục tách một thửa đất thành hai thửa đất có giấy chứng nhận quyền sử dụng (CNQSDĐ) đất riêng. Phúc thỏa thuận với bà T. và N. làm thủ tục tách thửa đất với chi phí 135 triệu đồng, nhận trước 70 triệu đồng. Sau đó, Phúc thuê người làm 2 giấy CNQSDĐ giả trên ứng dụng mạng xã hội, rồi đưa cho bà T. một bản.Nguyễn Minh Phúc mang một bản còn lại cùng giấy CNQSDĐ thật của bà T. cất vào két sắt, đợi đến lúc bà T. đưa hết số tiền còn lại mới giao trả. Sự việc bị bại lộ, Phúc bỏ trốn sang Thái Lan. Ngay khi về Việt Nam, Phúc bị công an triệu tập để làm việc. Khám xét khẩn cấp tại nhà của Phúc, công an thu giữ 1 Giấy CNQSDĐ giả và 1 Giấy CNQSDĐ thật của bà T..Liên quan đến hành vi làm giả giấy tờ , con dấu của cơ quan, tổ chức, năm 2019, Công an huyện Củ Chi đã kiểm tra, phát hiện nhà Phúc treo nhiều huân chương, bằng khen các loại cùng 3 giấy tờ bằng tiếng nước ngoài, có con dấu. Qua công tác giám định, tất cả giấy tờ này là giả. Ngoài ra, Phúc còn giao nộp 1 giấy chứng nhận tăng ni, 1 giấy chứng điệp thọ giới, 1 bằng thạc sĩ luật kinh tế và 1 bằng tiến sĩ ngành luật tôn giáo của Trường đại học Nội vụ Hà Nội. Kết luận giám định xác định tất cả những giấy tờ này là giả.Liên quan bị cáo Phúc, trước đó, tại buổi buổi họp báo về các vấn đề kinh tế - xã hội của TPHCM, thượng tá Lê Mạnh Hà - Phó Trưởng phòng Tham mưu Công an TPHCM cho biết, Nguyễn Minh Phúc học tại chùa Hoằng Pháp trong giai đoạn 2000-2010, người này mới làm lễ quy y, nhưng chưa xuất gia. Đến năm 2010, Phúc trở về địa phương, tự lập chùa ‘Ngộ Chân Tử’ để sinh hoạt tôn giáo trái phép và tự xưng là ‘Đại đức Thích Tâm Phúc’. Cơ quan chức năng đã mời ông Phúc làm việc, xử phạt, yêu cầu tháo dỡ biển chùa và không sinh hoạt tôn giáo tại nhà. Sau đó, ông Phúc tiếp tục sinh hoạt tôn giáo trái phép, thông qua việc thành lập các công ty, doanh nghiệp ngụy trang.",https://soha.vn/nguoi-tu-xung-thich-tam-phuc-bi-xet-xu-ve-toi-lua-dao-va-lam-gia-giay-to-198240723120925428.htm
2024-07-23 15:04:00,"Ngày 23-7, Công an tỉnh Quảng Nam cho biết Cơ quan CSĐT Công an huyện Núi Thành vừa thi hành quyết định khởi tố bị can, bắt tạm giam đối với Trần Văn Vũ (SN 1974) - Phó giám đốc Trung tâm kỹ thuật nông nghiệp huyện Núi Thành, nguyên Chủ tịch UBND xã Tam Mỹ Tây (huyện Núi Thành).Cơ quan CSĐT tống đạt các quyết định khởi tố, bắt tạm giam các bị can Ảnh: Công an Quảng NamCùng bị bắt còn có bị can Nguyễn Quốc Tín (SN 1984) - Công chức địa chính xây dựng xã Tam Mỹ Tây; Phạm Trường An (SN 1990) - nhân viên Chi nhánh văn phòng đăng ký đất đai Núi Thành và ông Châu Ngọc Lộ (SN 1962) - nguyên Trưởng thôn Trung Lương (xã Tam Mỹ Tây).Các bị can bị khởi tố, bắt tạm giam để điều tra về hành vi lợi dụng chức vụ quyền hạn trong khi thi hành công vụ, quy định tại khoản 3, Điều 356 Bộ luật hình sự.Căn cứ kết quả điều tra xác định, năm 2019, các bị can Trần Văn Vũ, Nguyễn Quốc Tín, Phạm Trường An, Châu Ngọc Lộ đã lợi dụng chức vụ quyền hạn được giao, thực hiện trái quy định trong quá trình lập 13 hồ sơ cấp giấy chứng nhận quyền sử dụng đất, gây thiệt hại cho Nhà nước hơn 3,81 tỉ đồng.",https://soha.vn/bat-nhieu-can-bo-o-quang-nam-198240723150110112.htm
2024-07-23 12:16:00,"Sáng 23-7, lãnh đạo Công an tỉnh Quảng Nam cho biết Phòng Cảnh sát Hình sự đang phối hợp với Công an TP Tam Kỳ truy tìm hung thủ đâm chết người đàn ông ở địa phương.Khu vực xảy ra vụ án mạngTrước đó, khoảng 23 giờ khuya 22-7, tại hẻm bê tông trước nhà số 125/9 Trần Văn Dư, phường An Xuân, TP Tam Kỳ, người dân phát hiện ông Hồ Bá H. (SN 1980; trú phường An Sơn, TP Tam Kỳ) bị đâm tử vong tại chỗ, chưa xác định hung thủ.Theo một người dân trú gần khu vực xảy ra án mạng, thời điểm đó, ông đang ở trong nhà thì nghe tiếng la lớn, khi chạy ra thì thấy một người đàn ông bị thương, máu chảy nhiều. Ông đã gọi báo lực lượng công an và gọi xe cấp cứu đưa người này đến bệnh viện nhưng không kịp.Cũng trên địa bàn Quảng Nam, trước đó, vào khoảng 18 giờ ngày 21-7, sau khi nhậu tại nhà bà Nguyễn Thị A. (xã Trà Giáp, huyện Bắc Trà My), Nguyễn Văn Công xảy ra mâu thuẫn với anh Nguyễn Văn Ba (cùng SN 1997; trú xã Trà Giáp) phía trước nhà bà A. Sau đó, Công vào nhà bà A. lấy 1 con dao chặt xương chạy ra chém vào vùng ngực trái anh Ba khiến nạn nhân tử vong.Đối tượng Nguyễn Văn Công Ảnh: Công an Quảng NamPhòng Cảnh sát hình sự Công an tỉnh Quảng Nam đã tạm giữ Nguyễn Văn Công về hành vi giết người; tiếp tục củng cố tài liệu, chứng cứ để xử lý.",https://soha.vn/an-mang-tai-con-hem-o-tp-tam-ky-198240723120755652.htm
2024-07-23 10:13:00,"Ngày 23-7, Công an huyện Tương Dương, tỉnh Nghệ An cho biết vừa bắt giữ Cụt Thị Mùi (SN 1991; trú tại xã Ngọc Lâm, huyện Thanh Chương, tỉnh Nghệ An) về hành vi mua bán trẻ em.Trước đó, Công an huyện Tương Dương phát hiện đường dây mua bán trẻ em sang nước ngoài xảy ra trên địa bàn với nhiều phương thức, thủ đoạn tinh vi. Dưới sự chỉ đạo của lãnh đạo Công an tỉnh, Công an huyện Tương Dương đã xác lập chuyên án đấu tranh.Cụt Thị Mùi tại cơ quan công an. Ảnh: Công an cung cấpBan chuyên án xác định Cụt Thị Mùi là đối tượng nằm trong đường dây mua bán trẻ em. Mùi từng sinh sống tại huyện Tương Dương, nay về trú tại huyện Thanh Chương. Đối tượng này thường xuyên lên huyện Tương Dương dụ dỗ, lôi kéo các cháu gái sang nước ngoài làm việc và vẽ ra viễn cảnh giàu sang nơi xứ người, nhưng thực chất là lừa bán sang nước ngoài.Bằng các biện pháp nghiệp vụ, Công an huyện Tương Dương đã bắt giữ Cụt Thị Mùi và giải cứu nạn nhân C.T.K. (SN 2002; trú tại xã Lượng Minh, huyện Tương Dương).Quá trình điều tra xác định năm 2014, trong lúc K. đang ở nhà Vi Thị Xoan (mẹ của Cụt Thị Mùi; trú tại xã Ngọc Lâm, huyện Thanh Chương) thì được Mùi (khi đó đang ở nước ngoài) liên lạc qua điện thoại. Mùi hứa hẹn đưa K. sang nước ngoài để chăm con cho bà ta và sẽ tìm việc làm cho cô. Tin lời, K. sang nước ngoài thì bị Mùi bán cho một người đàn ông mua về làm vợ với giá khoảng 180 triệu đồng.Mở rộng vụ án, Cơ quan Cảnh sát điều tra Công an huyện Tương Dương tiếp tục giải cứu 2 nạn nhân khác là X.T.C. (SN 1986; trú tại xã Yên Hòa, huyện Tương Dương và L.T.M. (SN 1998; trú tại xã Lượng Minh, huyện Tương Dương).Vụ án vẫn đang được cơ quan công an điều tra mở rộng.",https://soha.vn/ban-be-gai-12-tuoi-cho-nguoi-dan-ong-nuoc-ngoai-voi-gia-180-trieu-dong-198240723101058156.htm
2024-07-23 10:51:00,"Thừa nhận chỉ đạo 'anh em làm nhanh'Sáng 23/7, phiên xét xử vụ án “Thao túng thị trường chứng khoán và Lừa đảo chiếm đoạt tài sản” xảy ra tại Tập đoàn FLC tiếp tục với phần xét hỏi nhóm bị cáo thuộc Ủy ban chứng khoán Nhà nước và Sở giao dịch chứng khoán TPHCM.Trả lời câu hỏi của HĐXX, bị cáo Trần Đắc Sinh , cựu Chủ tịch Hội đồng quản trị Sở Giao dịch chứng khoán TP HCM (HOSE) khai, được nghe cấp dưới báo cáo việc Công ty Faros có vấn đề về kiểm toán và Ủy ban Kiểm toán đã ""lưu ý cẩn trọng"". Tuy nhiên, trong vai trò Chủ tịch HĐQT của HOSE, ông không có quyền quyết định việc niêm yết hay không.Theo ông Sinh, việc xét duyệt hồ sơ niêm yết là nhiệm vụ chuyên môn sâu thuộc Ban điều hành và Hội đồng thẩm định niêm yết. Khi 2 đơn vị này đã xem xét và đề nghị cho Công ty Faros niêm yết, hồ sơ mới chuyển lên HĐQT trong một cuộc họp giao ban tháng của năm 2016.Tại cuộc họp, Ban điều hành và Hội đồng thẩm định niêm yết bảo đủ điều kiện niêm yết dựa trên thủ tục. Còn HĐQT HOSE chỉ nghe và thống nhất ý kiến, có chức năng kiểm tra, giám sát.Ông Sinh cho rằng, trong vụ án, trách nhiệm chính thuộc về người quyết định việc niêm yết là Tổng giám đốc HOSE.Cựu Chủ tịch HOSE khẳng định trước khi cổ phiếu ROS lên sàn khoảng 5 – 6 tháng, ông đi công tác Quy Nhơn cùng Ban Kinh tế Trung ương và tại đây đã ""gặp bị cáo Trịnh Văn Quyết "". Một thời gian sau, bị can Doãn Văn Phương (Tổng giám đốc FLC, đang bỏ trốn) đến văn phòng HOSE, đề nghị ông Sinh chỉ đạo cấp dưới ""làm nhanh hồ sơ Faros”.Tại tòa hôm nay, ông Sinh thừa nhận ""chỉ đạo nhân viên làm nhanh"" không chỉ với Faros mà nhiều đơn vị khác. ""Sai phạm trong vụ án là hệ thống, từ kiểm toán, Ủy ban Chứng khoán, Trung tâm Lưu ký chứng khoán"", ông Sinh nói.Bị cáo Trần Đắc Sinh.Tới lượt mình, bị cáo Lê Hải Trà (cựu Tổng giám đốc HOSE) khai, cá nhân ông có mối quan hệ với Trịnh Văn Quyết từ thời điểm trước năm 2016, khi ông Trà còn công tác tại Ủy ban Chứng khoán Nhà nước. Cả hai thường xuyên cùng nhau chơi tennis.Cựu Tổng giám đốc HOSE cho rằng, việc niêm yết cổ phiếu trên sàn có các bước như: Phòng Quản lý và Thẩm định niêm yết sẽ tiếp nhận và xử lý các thủ tục; sau khi đủ các điều kiện, Phòng sẽ trình Hội đồng niêm yết để các thành viên đánh giá, đưa ra ý kiến; cuối cùng, Tổng giám đốc sẽ là người đưa ra quyết định theo thẩm quyền.Với tư cách là một thành viên độc lập trong Hội đồng niêm yết, bị cáo Trà có ý kiến tại phiếu đánh giá hồ sơ của Phòng Quản lý.Theo ông, trong vụ việc này HOSE không biết về những thông tin sai lệch trong hồ sơ niêm yết của Công ty Faros, đồng thời Sở cũng không có chức năng, thẩm quyền trong kiểm tra, xác minh các thông tin mà chỉ dựa trên hồ sơ được gửi để xử lý.Đối với nội dung cáo trạng quy kết, trên cương vị lãnh đạo HOSE, cả hai ông Sinh và Trà đều không có ý kiến và “tôn trọng cáo buộc của cơ quan điều tra”.Bị cáo Lê Hải Trà.Lãnh đạo 'đôn đốc'Cùng trả lời xét hỏi, bị cáo Trầm Tuấn Vũ (nguyên Phó tổng giám đốc, Phó chủ tịch hội đồng niêm yết HOSE) và Lê Thị Tuyết Hằng (Giám đốc phòng quản lý và thẩm định niêm yết, thành viên hội đồng niêm yết) đều khẳng định bản thân không có kinh nghiệm làm việc. Khi được ông Sinh và Tổng giám đốc Trà “đôn đốc” đã làm nhanh hồ sơ để Faros được niêm yết trên sàn chứng khoán.Trong cáo trạng Viện kiểm sát cáo buộc, Công ty FLC Faros, tiền thân là Công ty xây dựng và đầu tư hạ tầng Vĩnh Hà, được thành lập vào năm 2011 với vốn điều lệ khởi đầu 1,5 tỷ đồng.Từ 2014 - 2016, ông Trịnh Văn Quyết đã làm thủ tục tăng vốn điều lệ khống từ 1,5 tỷ đồng lên 4.300 tỷ đồng, tương ứng với 430 triệu cổ phần của FLC Faros.Do muốn biến Faros thành công ty đại chúng để niêm yết trên sàn chứng khoán Sở Giao dịch chứng khoán TP HCM (HOSE). Ông Quyết được các ông Trần Đắc Sinh, Lê Hải Trà, cùng một số cán bộ khác tại HOSE và Trung tâm Lưu ký chứng khoán Việt Nam ""giúp sức"".Theo Viện kiểm sát, trong quy chế hoạt động của HĐQT và Hội đồng niêm yết sàn HOSE thì việc thẩm định chấp thuận niêm yết cổ phiếu của Công ty Faros không thuộc thẩm quyền của HĐQT.Ngoài ra, ông Sinh với vai trò là Chủ tịch HĐQT HOSE biết báo cáo kiểm toán về tài chính năm 2014 và 2015 của doanh nghiệp này không phù hợp. Báo cáo vi phạm lưu ý lớn rằng ""không đủ cơ sở để xác định số vốn thực góp"". Tuy nhiên, do mối quan hệ cá nhân và nhiều lần được Trịnh Văn Quyết cùng bị can Doãn Văn Phương (cựu Tổng giám đốc Tập đoàn FLC - đang bỏ trốn) nhờ giúp đỡ nên ông Sinh hỗ trợ để Faros được niêm yết.Viện kiểm sát cho rằng, ông Sinh nhiều lần trực tiếp chỉ đạo cấp dưới Lê Hải Trà, Trầm Tuấn Vũ, Lê Thị Tuyết Hằng tạo điều kiện sớm niêm yết cổ phiếu cho Faros. Do đó, trong khi Faros chưa bổ sung đầy đủ hồ sơ theo quy định, ông Trần Đắc Sinh đã chỉ đạo, tổ chức họp HĐQT quyết định về hồ sơ niêm yết của doanh nghiệp.Còn Lê Hải Trà bị cáo buộc, biết rõ báo cáo kiểm toán về tài chính của Faros có vi phạm bởi chưa có căn cứ xác định số vốn thực góp. Song, do có mối quan hệ quen biết Trịnh Văn Quyết nên Lê Hải Trà đã ký phiếu đồng ý niêm yết cổ phiếu của Công ty Faros trái pháp luật.Tại cơ quan điều tra, ông Trà khai nguyên nhân phạm tội là ""do muốn giúp đỡ Trịnh Văn Quyết"".Cơ quan tố tụng xác định, sai phạm của ông Sinh và ông Trà dẫn đến hậu quả Trịnh Văn Quyết được niêm yết 430 triệu cổ phiếu hình thành từ vốn góp khống trên sàn chứng khoán, thực hiện việc lừa đảo chiếm đoạt hơn 3.600 tỷ đồng của nhà đầu tư.",https://soha.vn/xet-xu-ong-trinh-van-quyet-dan-cuu-lanh-dao-hose-thua-nhan-chi-dao-cap-duoi-lam-nhanh-ho-so-198240723105026809.htm
2024-07-23 10:04:00,"Sáng 23/7, Công an quận 12, TP.HCM đang lập hồ sơ, lấy lời khai đối với Tô Chí Hiếu (36 tuổi, quê Cà Mau) liên quan đến vụ tấn công 2 cô gái ở tiệm massage trên đường Song Hành.Nguyên nhân ban đầu được xác định là do mâu thuẫn tình cảm. Công an cũng đã kiểm tra ma túy với nghi phạm và có kết quả âm tính. Người này cũng không sử dụng chất kích thích.Hiện, sức khỏe của 2 nạn nhân đã hồi phục. Riêng nam thanh niên được điều trị ở Bệnh viện Chợ Rẫy, thông tin này vừa được đăng tải trên báo PL TP.HCM.Lực lượng công an phong tỏa, khám nghiệm hiện trường. Ảnh: Tiền phongTrước đó, theo thông tin được thuật lại trên báo Tiền phong, vào khoảng 5h ngày 22/7, người dân ở gần quán massage trên đường Song hành (phường Tân Hưng Thuận) nghe tiếng hô hoán, kêu cứu nên chạy đến kiểm tra và phát hiện 2 cô gái cùng một thanh niên người dính đầy máu nằm trên vỉa hè. Cả 3 người đều bị thương.Một số nhân chứng cho hay, 2 cô gái là nhân viên của quán massage bị nam thanh niên dùng hung khí tấn công. Sau đó, nam thanh niên nhảy từ trên lầu của quán massage xuống đất dẫn đến bị thương.Sau khi tin báo, cảnh sát đã có mặt tại hiện trường, khống chế nam thanh niên nghi gây án đưa về làm việc và lấy lời khai của những người liên quan.Cũng theo lời kể của người dân trên tờ Vietnamnet, đối tượng Tô Chí Hiếu cũng là nhân viên của quán massage, khi gây án, người này có nhiều biểu hiện bất thường.Vụ việc đang được cơ quan chức năng điều tra, làm rõ.",https://soha.vn/cong-an-dang-lay-loi-khai-cua-nam-thanh-nien-dam-2-co-gai-o-tphcm-roi-nhay-lau-19824072310050919.htm
2024-07-23 22:44:00,"Ngày 23-7, Công an TP Bến Cát, tỉnh Bình Dương đang hoàn thiện hồ sơ để bàn giao đối tượng truy nã cho Công an huyện Châu Đức, tỉnh Bà Rịa- Vũng Tàu xử lý.Đối tượng Phan Phước LợiĐối tượng là Phan Phước Lợi (36 tuổi, quê Bà Rịa – Vũng Tàu).Trước đó, Công an TP Bến Cát đã phối hợp Công an huyện Châu Đức tổ chức rà soát khi tình nghi Lợi đang trốn trên địa bàn phường An Tây.Công an TP Bến Cát đã huy động Tổ 171 phối hợp Công an phường An Tây bao vây khu vực tình nghi Lợi ẩn náu. Sau 30 phút vây bắt đối tượng sa lưới.Được biết, Lợi là đối tượng liên quan đến vụ cố ý gây thương tích và bị cơ quan công an truy nã trước đó.",https://soha.vn/bao-vay-doi-tuong-truy-na-tu-ba-ria-vung-tau-sang-binh-duong-tron-198240723211152938.htm
2024-07-23 20:36:00,"Chiều 23-7, TAND TPHCM tiến hành xét hỏi các bị cáo trong vụ án xảy ra tại Cục Đăng kiểm Việt Nam cùng các trung tâm đăng kiểm ở TP HCM và nhiều tỉnh thành.Trong vụ án này, ông Đặng Việt Hà vừa là bị cáo, vừa là bị hại. Trước đó, vào tháng 9-2023, ông Đặng Việt Hà khi đương chức, lo sợ hành vi nhận hối lộ bị phát hiện nên đã đưa 100.000 USD cho Nguyễn Văn Chung ""tìm hiểu thông tin điều tra vụ án"" nhưng bị lừa.Thông qua các mối quan hệ, bị cáo Lại Thái Phong (cựu phó chánh Văn phòng Cục Đăng kiểm Việt Nam) biết Nguyễn Văn Chung có nhiều mối quan hệ với cơ quan công an, nên đã giới thiệu cho ông Hà.Ông Hà chỉ đạo Trần Anh Quân (quyền Trưởng phòng Kiểm định xe cơ giới - phòng VAR - Cục Đăng kiểm Việt Nam) đổi hơn 2,3 tỉ đồng sang 100.000 USD rồi đưa cho Phong để đưa cho Chung đi ""nghe ngóng tình hình"".Bị cáo Nguyễn Văn Chung lúc bị bắtTại tòa, bị cáo Chung thừa nhận hành vi lừa đảo chiếm đoạt tài sản. Tuy nhiên, bị cáo phủ nhận hưởng lợi số tiền 100.000 USD. Bị cáo cho biết nhận số tiền này từ Lại Thái Phong, nhưng bản thân lại không biết đây là số tiền Phong đưa với mục đích gì.Sau đó, bị cáo Chung đã đến gặp ông Đặng Việt Hà để trao đổi và tư vấn cho ông Hà. Tuy nhiên, ông Hà cho rằng bị cáo Chung chỉ ""tìm hiểu thông tin qua báo chí"", không cung cấp được thông tin như hứa hẹn và chiếm đoạt số tiền đã nhận nên đã làm đơn tố cáo bị cáo Chung.HĐXX cho rằng bị cáo trình bày lòng vòng và vô lý khi bị cáo Chung nói ""nhận tiền mà không biết đây là tiền gì"".Bị cáo Chung cho biết đã trả lại số tiền 100.000 USD đã nhận, đồng thời đến cơ quan điều tra đầu thú và trình bày toàn bộ nội dung vụ việc.",https://soha.vn/nhan-100000-usd-tu-cuu-cuc-truong-cuc-dang-kiem-viet-nam-de-nghe-ngong-tinh-hinh-1982407231906591.htm
